Segment,Start,End,NGS_read_count,ACC_num,Replicate,Cells,Time,Context,Compartment,Resolution,MOI
HA,139,1565,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,139,1570,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,139,1594,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,139,1640,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,1407,1496,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,140,1343,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,140,1531,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,140,1532,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,140,1545,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,140,1547,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,140,1598,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,140,1599,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,140,1601,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,140,1603,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,140,1635,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,1417,1681,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,141,1476,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,142,1427,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,143,1634,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,1459,1701,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,145,1535,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,146,1509,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,146,1647,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,147,1629,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,148,1599,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,149,1526,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,149,1536,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,149,1584,15,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,149,1600,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,150,1538,8,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,150,1545,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,150,1547,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,150,1581,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,150,1647,4,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,151,1441,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,151,1537,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,152,1480,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,1531,1581,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,153,1505,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,154,1580,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,154,1680,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,155,1386,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,156,1408,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,156,1440,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,156,1446,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,156,1545,7,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,156,1591,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,1580,1613,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,1580,1631,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,1586,1690,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,158,1498,9,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,158,1507,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,158,1699,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,159,1600,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,160,1640,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,161,1481,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,161,1516,4,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,161,1628,4,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,162,1500,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,162,1502,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,1630,1712,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,164,1461,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,164,1498,9,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,164,1544,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,164,1635,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,164,1681,5,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,165,1474,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,165,1503,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,165,1645,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,165,1648,5,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,165,1687,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,166,1447,45,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,166,1521,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,166,1551,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,1676,1722,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,1679,1750,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,167,1502,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,167,1520,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,167,1649,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,1680,1750,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,168,1471,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,168,1515,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,168,1632,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,168,1670,6,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,1698,1722,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,1698,1750,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,169,1485,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,169,1497,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,169,1566,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,169,1634,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,169,1648,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,1701,1752,5,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,1703,1731,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,1704,1751,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,170,1665,4,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,171,1468,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,171,1596,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,173,1413,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,173,1474,4,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,173,1508,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,173,1565,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,174,1228,4,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,174,1383,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,174,1547,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,174,1570,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,174,1681,8,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,174,1750,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,175,1603,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,175,1700,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,176,1543,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,176,1571,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,176,1637,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,177,1546,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,177,1701,4,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,177,1710,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,178,1412,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,180,1427,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,180,1471,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,180,1645,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,181,1483,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,181,1546,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,181,1649,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,182,1541,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,182,1546,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,182,1647,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,182,1656,10,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,183,1509,5,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,184,1547,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,184,1681,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,185,1482,4,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,185,1489,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,186,1595,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,187,1560,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,187,1576,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,189,1722,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,190,1480,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,190,1536,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,191,1502,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,192,1648,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,193,1426,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,193,1447,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,193,1498,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,193,1593,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,194,1648,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,195,1397,6,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,195,1481,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,195,1645,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,195,253,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,196,1512,4,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,199,1516,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,201,1461,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,201,1549,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,201,1648,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,202,1418,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,202,1461,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,202,1481,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,203,1637,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,205,1485,4,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,206,1631,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,206,1681,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,207,1439,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,210,1511,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,214,1647,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,214,1650,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,215,1568,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,215,1736,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,216,1503,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,216,1603,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,216,1700,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,217,1731,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,218,1417,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,218,1543,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,218,1545,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,218,1592,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,219,1648,6,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,223,1455,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,223,1647,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,224,1447,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,224,1644,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,231,1428,49,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,233,1387,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,233,1440,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,234,1637,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,235,1545,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,242,1674,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,243,1609,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,244,1419,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,244,1646,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,245,1576,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,247,1468,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,249,1490,4,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,249,1551,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,250,1544,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,250,1700,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,252,1653,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,252,910,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,253,1446,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,254,1601,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,257,1392,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,257,1431,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,25,1645,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,260,1428,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,262,1692,5,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,263,1104,22,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,266,1648,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,271,1405,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,271,1673,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,273,1385,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,274,1425,9,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,274,1576,5,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,278,1635,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,27,1547,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,281,1367,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,295,1551,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,297,1363,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,307,1390,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,308,1544,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,315,1530,4,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,316,1699,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,321,1344,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,328,1684,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,32,1647,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,344,1306,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,348,1512,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,34,1626,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,351,1610,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,355,1359,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,357,1135,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,359,1394,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,368,1392,6,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,371,1138,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,37,1503,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,37,1532,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,386,1468,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,388,1646,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,388,1732,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,404,1498,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,404,1648,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,405,1309,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,445,1426,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,448,1682,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,456,1547,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,46,1462,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,46,1500,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,46,1557,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,46,1558,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,46,1583,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,475,1589,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,47,1428,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,47,1447,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,47,1498,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,47,1502,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,47,1532,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,47,1538,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,47,1547,2,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,47,1575,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,47,1581,3,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,47,1635,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,47,97,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,47,99,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,48,1485,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
HA,49,1546,1,SRR14352116,B,MDCK-SIAT1,3hpi,in vitro,intracellular,bulk,10.0
