Segment,Start,End,NGS_read_count,ACC_num,Resolution,Cells,Context,MOI,Time,Compartment,Replicate
PB1,839,1357,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,85,2148,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,880,1358,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,895,1961,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,946,1522,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,95,2035,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,999,1267,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,1013,1087,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,1035,1832,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,120,143,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,120,1852,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,120,1974,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,121,2074,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,122,1960,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,123,148,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,123,1942,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,123,2074,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,124,172,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,138,172,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,138,1948,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,138,1990,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,139,1478,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,139,1946,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,140,2087,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,142,1967,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,144,1923,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,144,1970,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,146,1726,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,146,185,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,146,1974,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,146,2011,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,148,1840,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,150,1860,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,153,2041,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,156,188,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,156,1990,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,157,1979,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,160,1950,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,160,1953,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,164,1946,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,165,1976,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,166,1830,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,167,1990,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,167,2011,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,167,319,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,169,1952,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,170,1969,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,171,1886,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,171,1901,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,171,1945,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,171,1964,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,172,1458,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,1744,1873,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,174,1847,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,174,2000,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,177,1944,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,177,1989,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,178,2038,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,179,1986,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,179,2002,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,179,2042,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,1807,1967,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,180,1900,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,180,1906,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,181,1631,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,181,1691,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,1824,1857,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,183,1856,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,1878,1948,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,1879,2028,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,188,1851,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,1896,2212,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,192,1957,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,194,1873,5,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,194,2042,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,195,1808,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,197,1954,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,197,1995,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,197,221,8,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,199,1917,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,2019,2054,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,201,1797,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,2026,2063,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,2040,2074,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,2044,2074,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,2046,2074,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,204,1819,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,207,1948,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,207,1990,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,207,2063,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,208,1952,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,2097,2172,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,209,1996,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,211,1737,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,212,1575,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,221,1890,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,223,1960,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,225,1977,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,228,1808,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,230,1724,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,230,2215,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,234,1937,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,238,1934,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,239,1970,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,239,1996,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,239,1997,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,242,1858,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,244,1707,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,244,1945,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,245,1850,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,245,1990,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,247,1724,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,247,1868,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,247,2017,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,249,1875,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,249,1959,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,250,1666,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,250,1868,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,250,1921,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,251,1857,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,254,1870,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,256,1724,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,257,1754,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,257,1880,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,257,2074,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,258,1844,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,258,1879,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,25,1542,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,262,1811,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,262,1825,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,263,1864,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,267,1854,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,268,1879,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,268,1901,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,268,1915,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,269,1930,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,269,320,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,26,1223,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,26,1800,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,272,1801,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,272,1893,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,275,1867,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,276,1824,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,277,1844,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,277,1869,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,277,1886,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,280,1834,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,280,1850,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,283,1853,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,283,2044,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,285,1487,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,285,1884,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,289,1813,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,289,1832,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,291,1808,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,293,1884,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,297,1844,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,297,343,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,299,1834,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,299,1852,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,299,1916,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,301,1797,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,301,1808,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,301,1832,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,301,1901,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,301,1951,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,302,1780,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,302,1845,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,303,1681,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,303,1695,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,303,2071,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,304,1795,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,313,1699,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,313,1854,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,313,1886,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,316,1797,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,317,1772,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,318,1879,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,318,2027,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,319,1739,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,329,1811,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,335,1746,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,340,2001,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,341,1724,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,342,1852,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,342,1873,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,344,1446,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,344,1866,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,344,1969,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,347,1832,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,347,1875,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,348,1864,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,349,1888,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,350,1807,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,350,1907,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,352,1908,15,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,353,1738,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,353,1789,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,356,1847,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,357,1915,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,359,1738,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,359,1745,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,359,383,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,361,1692,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,365,1536,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,365,1765,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,366,1742,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,366,1912,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,367,2065,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,368,1724,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,368,1727,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,368,1737,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,368,1939,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,369,1743,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,370,1745,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,373,1784,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,375,1969,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,376,1850,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,376,1964,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,377,1752,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,378,1555,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,381,1474,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,382,1745,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,384,1744,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,384,416,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,389,1598,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,394,1727,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,394,1728,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,399,1665,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,401,1785,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,403,1831,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,406,1920,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,407,1706,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,407,1745,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,407,2027,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,408,1697,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,408,1707,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,409,1692,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,409,1739,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,410,1772,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,411,1838,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,412,1880,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,413,1667,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,413,1716,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,413,1745,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,413,1836,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,413,1844,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,422,1690,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,423,1735,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,423,1953,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,424,1692,5,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,428,1719,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,428,1720,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,430,1780,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,432,1823,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,442,1715,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,444,1613,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,444,1706,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,445,1706,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,446,1738,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,448,1570,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,448,1801,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,449,1724,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,451,1728,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,451,1745,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,451,1825,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,453,1808,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,454,2019,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,455,1459,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,457,1691,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,459,1737,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,461,1737,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,463,1631,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,464,1605,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,464,1784,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,465,1691,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,465,1744,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,468,1568,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,472,1697,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,474,1825,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,476,1630,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,478,1919,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,480,1571,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,480,1637,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,480,1691,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,483,1760,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,488,1458,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,488,1800,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,497,1633,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,505,2074,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,506,1699,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,508,1631,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,508,533,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,510,1692,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,512,1709,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,513,1421,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,515,1797,5,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,516,1602,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,518,1305,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,523,1614,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,530,1690,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,532,1951,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,533,1862,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,534,1694,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,539,1547,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,540,778,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,544,1568,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,544,1745,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,545,1570,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
